"area_name","area_code","date","new_cases","total_cases"
"Hounslow","E09000018",2020-09-07,27,1399
"Islington","E09000019",2020-09-07,14,733
"Kensington and Chelsea","E09000020",2020-09-07,8,759
"Kingston upon Thames","E09000021",2020-09-07,6,863
"Lambeth","E09000022",2020-09-07,22,1697
"Lewisham","E09000023",2020-09-07,10,1416
"Merton","E09000024",2020-09-07,4,1065
"Newham","E09000025",2020-09-07,17,1608
"Redbridge","E09000026",2020-09-07,23,1435
"Richmond upon Thames","E09000027",2020-09-07,12,716
"Southwark","E09000028",2020-09-07,16,1721
"Sutton","E09000029",2020-09-07,4,1119
"Tower Hamlets","E09000030",2020-09-07,22,1135
"Waltham Forest","E09000031",2020-09-07,9,1244
"Wandsworth","E09000032",2020-09-07,22,1527
"Westminster","E09000033",2020-09-07,14,1033
"Barking and Dagenham","E09000002",2020-09-08,9,953
"Barnet","E09000003",2020-09-08,16,2032
"Bexley","E09000004",2020-09-08,4,1223
"Brent","E09000005",2020-09-08,11,2017
"Bromley","E09000006",2020-09-08,12,1735
"Camden","E09000007",2020-09-08,10,890
"Croydon","E09000008",2020-09-08,17,2109
"Ealing","E09000009",2020-09-08,19,1940
"Enfield","E09000010",2020-09-08,17,1483
"Greenwich","E09000011",2020-09-08,8,1130
"Hackney and City of London","E09000012",2020-09-08,17,1276
"Hammersmith and Fulham","E09000013",2020-09-08,8,995
"Haringey","E09000014",2020-09-08,11,1021
"Harrow","E09000015",2020-09-08,11,1547
"Havering","E09000016",2020-09-08,14,1232
"Hillingdon","E09000017",2020-09-08,3,1414
