"area_name","area_code","date","new_cases","total_cases"
"Westminster","E09000033",2020-04-11,11,512
"Barking and Dagenham","E09000002",2020-04-12,18,374
"Barnet","E09000003",2020-04-12,18,996
"Bexley","E09000004",2020-04-12,12,493
"Brent","E09000005",2020-04-12,27,1063
"Bromley","E09000006",2020-04-12,13,820
"Camden","E09000007",2020-04-12,8,451
"Croydon","E09000008",2020-04-12,32,1059
"Ealing","E09000009",2020-04-12,28,801
"Enfield","E09000010",2020-04-12,22,600
"Greenwich","E09000011",2020-04-12,15,528
"Hackney and City of London","E09000012",2020-04-12,11,543
"Hammersmith and Fulham","E09000013",2020-04-12,7,401
"Haringey","E09000014",2020-04-12,12,456
"Harrow","E09000015",2020-04-12,15,687
"Havering","E09000016",2020-04-12,24,515
"Hillingdon","E09000017",2020-04-12,12,541
"Hounslow","E09000018",2020-04-12,13,510
"Islington","E09000019",2020-04-12,7,349
"Kensington and Chelsea","E09000020",2020-04-12,3,386
"Kingston upon Thames","E09000021",2020-04-12,23,324
"Lambeth","E09000022",2020-04-12,17,960
"Lewisham","E09000023",2020-04-12,19,752
"Merton","E09000024",2020-04-12,13,527
"Newham","E09000025",2020-04-12,15,812
"Redbridge","E09000026",2020-04-12,28,571
"Richmond upon Thames","E09000027",2020-04-12,11,302
"Southwark","E09000028",2020-04-12,12,1020
"Sutton","E09000029",2020-04-12,9,464
"Tower Hamlets","E09000030",2020-04-12,15,528
"Waltham Forest","E09000031",2020-04-12,22,585
"Wandsworth","E09000032",2020-04-12,11,777
"Westminster","E09000033",2020-04-12,9,521
"Barking and Dagenham","E09000002",2020-04-13,18,392
"Barnet","E09000003",2020-04-13,23,1019
"Bexley","E09000004",2020-04-13,12,505
"Brent","E09000005",2020-04-13,26,1089
"Bromley","E09000006",2020-04-13,33,853
"Camden","E09000007",2020-04-13,13,464
"Croydon","E09000008",2020-04-13,26,1085
"Ealing","E09000009",2020-04-13,35,836
"Enfield","E09000010",2020-04-13,14,614
"Greenwich","E09000011",2020-04-13,11,539
"Hackney and City of London","E09000012",2020-04-13,9,552
"Hammersmith and Fulham","E09000013",2020-04-13,9,410
"Haringey","E09000014",2020-04-13,17,473
"Harrow","E09000015",2020-04-13,23,710
"Havering","E09000016",2020-04-13,17,532
"Hillingdon","E09000017",2020-04-13,18,559
"Hounslow","E09000018",2020-04-13,9,519
"Islington","E09000019",2020-04-13,7,356
"Kensington and Chelsea","E09000020",2020-04-13,7,393
"Kingston upon Thames","E09000021",2020-04-13,13,337
"Lambeth","E09000022",2020-04-13,17,977
"Lewisham","E09000023",2020-04-13,29,781
"Merton","E09000024",2020-04-13,21,548
"Newham","E09000025",2020-04-13,20,832
"Redbridge","E09000026",2020-04-13,21,592
"Richmond upon Thames","E09000027",2020-04-13,8,310
"Southwark","E09000028",2020-04-13,25,1045
"Sutton","E09000029",2020-04-13,55,519
"Tower Hamlets","E09000030",2020-04-13,17,545
"Waltham Forest","E09000031",2020-04-13,20,605
"Wandsworth","E09000032",2020-04-13,17,794
"Westminster","E09000033",2020-04-13,10,531
"Barking and Dagenham","E09000002",2020-04-14,14,406
"Barnet","E09000003",2020-04-14,21,1040
"Bexley","E09000004",2020-04-14,25,530
"Brent","E09000005",2020-04-14,32,1121
"Bromley","E09000006",2020-04-14,22,875
"Camden","E09000007",2020-04-14,9,473
"Croydon","E09000008",2020-04-14,51,1136
"Ealing","E09000009",2020-04-14,27,863
"Enfield","E09000010",2020-04-14,37,651
"Greenwich","E09000011",2020-04-14,31,570
"Hackney and City of London","E09000012",2020-04-14,7,559
"Hammersmith and Fulham","E09000013",2020-04-14,9,419
"Haringey","E09000014",2020-04-14,10,483
"Harrow","E09000015",2020-04-14,17,727
"Havering","E09000016",2020-04-14,15,547
"Hillingdon","E09000017",2020-04-14,17,576
"Hounslow","E09000018",2020-04-14,20,539
"Islington","E09000019",2020-04-14,7,363
"Kensington and Chelsea","E09000020",2020-04-14,7,400
"Kingston upon Thames","E09000021",2020-04-14,19,356
"Lambeth","E09000022",2020-04-14,11,988
"Lewisham","E09000023",2020-04-14,16,797
"Merton","E09000024",2020-04-14,13,561
"Newham","E09000025",2020-04-14,17,849
"Redbridge","E09000026",2020-04-14,15,607
"Richmond upon Thames","E09000027",2020-04-14,9,319
"Southwark","E09000028",2020-04-14,21,1066
"Sutton","E09000029",2020-04-14,31,550
"Tower Hamlets","E09000030",2020-04-14,8,553
"Waltham Forest","E09000031",2020-04-14,23,628
"Wandsworth","E09000032",2020-04-14,23,817
"Westminster","E09000033",2020-04-14,13,544
"Barking and Dagenham","E09000002",2020-04-15,12,418
"Barnet","E09000003",2020-04-15,24,1064
"Bexley","E09000004",2020-04-15,19,549
"Brent","E09000005",2020-04-15,30,1151
"Bromley","E09000006",2020-04-15,26,901
"Camden","E09000007",2020-04-15,21,494
"Croydon","E09000008",2020-04-15,43,1179
"Ealing","E09000009",2020-04-15,44,907
"Enfield","E09000010",2020-04-15,15,666
"Greenwich","E09000011",2020-04-15,16,586
"Hackney and City of London","E09000012",2020-04-15,12,571
"Hammersmith and Fulham","E09000013",2020-04-15,30,449
"Haringey","E09000014",2020-04-15,14,497
"Harrow","E09000015",2020-04-15,17,744
"Havering","E09000016",2020-04-15,21,568
"Hillingdon","E09000017",2020-04-15,22,598
"Hounslow","E09000018",2020-04-15,17,556
"Islington","E09000019",2020-04-15,11,374
"Kensington and Chelsea","E09000020",2020-04-15,6,406
"Kingston upon Thames","E09000021",2020-04-15,17,373
"Lambeth","E09000022",2020-04-15,24,1012
"Lewisham","E09000023",2020-04-15,25,822
"Merton","E09000024",2020-04-15,14,575
"Newham","E09000025",2020-04-15,17,866
"Redbridge","E09000026",2020-04-15,12,619
"Richmond upon Thames","E09000027",2020-04-15,9,328
"Southwark","E09000028",2020-04-15,27,1093
"Sutton","E09000029",2020-04-15,34,584
"Tower Hamlets","E09000030",2020-04-15,14,567
"Waltham Forest","E09000031",2020-04-15,30,658
"Wandsworth","E09000032",2020-04-15,21,838
"Westminster","E09000033",2020-04-15,15,559
"Barking and Dagenham","E09000002",2020-04-16,12,430
"Barnet","E09000003",2020-04-16,20,1084
"Bexley","E09000004",2020-04-16,23,572
"Brent","E09000005",2020-04-16,40,1191
"Bromley","E09000006",2020-04-16,29,930
"Camden","E09000007",2020-04-16,11,505
"Croydon","E09000008",2020-04-16,33,1212
"Ealing","E09000009",2020-04-16,25,932
"Enfield","E09000010",2020-04-16,22,688
"Greenwich","E09000011",2020-04-16,13,599
"Hackney and City of London","E09000012",2020-04-16,6,577
"Hammersmith and Fulham","E09000013",2020-04-16,25,474
"Haringey","E09000014",2020-04-16,5,502
"Harrow","E09000015",2020-04-16,23,767
"Havering","E09000016",2020-04-16,22,590
"Hillingdon","E09000017",2020-04-16,19,617
"Hounslow","E09000018",2020-04-16,16,572
"Islington","E09000019",2020-04-16,7,381
"Kensington and Chelsea","E09000020",2020-04-16,9,415
"Kingston upon Thames","E09000021",2020-04-16,19,392
"Lambeth","E09000022",2020-04-16,21,1033
"Lewisham","E09000023",2020-04-16,17,839
"Merton","E09000024",2020-04-16,13,588
"Newham","E09000025",2020-04-16,16,882
"Redbridge","E09000026",2020-04-16,16,635
"Richmond upon Thames","E09000027",2020-04-16,11,339
"Southwark","E09000028",2020-04-16,22,1115
"Sutton","E09000029",2020-04-16,24,608
"Tower Hamlets","E09000030",2020-04-16,12,579
"Waltham Forest","E09000031",2020-04-16,13,671
"Wandsworth","E09000032",2020-04-16,20,858
"Westminster","E09000033",2020-04-16,10,569
"Barking and Dagenham","E09000002",2020-04-17,9,439
"Barnet","E09000003",2020-04-17,21,1105
"Bexley","E09000004",2020-04-17,19,591
"Brent","E09000005",2020-04-17,37,1228
"Bromley","E09000006",2020-04-17,26,956
"Camden","E09000007",2020-04-17,10,515
"Croydon","E09000008",2020-04-17,34,1246
"Ealing","E09000009",2020-04-17,22,954
"Enfield","E09000010",2020-04-17,36,724
"Greenwich","E09000011",2020-04-17,12,611
"Hackney and City of London","E09000012",2020-04-17,10,587
"Hammersmith and Fulham","E09000013",2020-04-17,17,491
"Haringey","E09000014",2020-04-17,7,509
"Harrow","E09000015",2020-04-17,28,795
"Havering","E09000016",2020-04-17,10,600
"Hillingdon","E09000017",2020-04-17,33,650
"Hounslow","E09000018",2020-04-17,18,590
"Islington","E09000019",2020-04-17,12,393
"Kensington and Chelsea","E09000020",2020-04-17,8,423
"Kingston upon Thames","E09000021",2020-04-17,22,414
"Lambeth","E09000022",2020-04-17,12,1045
"Lewisham","E09000023",2020-04-17,29,868
"Merton","E09000024",2020-04-17,21,609
"Newham","E09000025",2020-04-17,16,898
"Redbridge","E09000026",2020-04-17,20,655
"Richmond upon Thames","E09000027",2020-04-17,7,346
"Southwark","E09000028",2020-04-17,16,1131
"Sutton","E09000029",2020-04-17,24,632
"Tower Hamlets","E09000030",2020-04-17,3,582
"Waltham Forest","E09000031",2020-04-17,11,682
"Wandsworth","E09000032",2020-04-17,21,879
"Westminster","E09000033",2020-04-17,8,577
"Barking and Dagenham","E09000002",2020-04-18,7,446
"Barnet","E09000003",2020-04-18,15,1120
"Bexley","E09000004",2020-04-18,10,601
"Brent","E09000005",2020-04-18,28,1256
"Bromley","E09000006",2020-04-18,15,971
"Camden","E09000007",2020-04-18,15,530
"Croydon","E09000008",2020-04-18,32,1278
"Ealing","E09000009",2020-04-18,19,973
"Enfield","E09000010",2020-04-18,17,741
"Greenwich","E09000011",2020-04-18,10,621
"Hackney and City of London","E09000012",2020-04-18,6,593
"Hammersmith and Fulham","E09000013",2020-04-18,4,495
"Haringey","E09000014",2020-04-18,4,513
"Harrow","E09000015",2020-04-18,15,810
"Havering","E09000016",2020-04-18,11,611
"Hillingdon","E09000017",2020-04-18,21,671
"Hounslow","E09000018",2020-04-18,14,604
"Islington","E09000019",2020-04-18,4,397
"Kensington and Chelsea","E09000020",2020-04-18,6,429
"Kingston upon Thames","E09000021",2020-04-18,20,434
"Lambeth","E09000022",2020-04-18,17,1062
"Lewisham","E09000023",2020-04-18,6,874
"Merton","E09000024",2020-04-18,9,618
"Newham","E09000025",2020-04-18,9,907
"Redbridge","E09000026",2020-04-18,7,662
"Richmond upon Thames","E09000027",2020-04-18,6,352
"Southwark","E09000028",2020-04-18,17,1148
"Sutton","E09000029",2020-04-18,20,652
"Tower Hamlets","E09000030",2020-04-18,6,588
"Waltham Forest","E09000031",2020-04-18,15,697
"Wandsworth","E09000032",2020-04-18,12,891
"Westminster","E09000033",2020-04-18,3,580
"Barking and Dagenham","E09000002",2020-04-19,15,461
"Barnet","E09000003",2020-04-19,21,1141
"Bexley","E09000004",2020-04-19,21,622
"Brent","E09000005",2020-04-19,21,1277
"Bromley","E09000006",2020-04-19,13,984
"Camden","E09000007",2020-04-19,6,536
"Croydon","E09000008",2020-04-19,14,1292
"Ealing","E09000009",2020-04-19,17,990
"Enfield","E09000010",2020-04-19,13,754
"Greenwich","E09000011",2020-04-19,8,629
"Hackney and City of London","E09000012",2020-04-19,10,603
"Hammersmith and Fulham","E09000013",2020-04-19,6,501
"Haringey","E09000014",2020-04-19,17,530
"Harrow","E09000015",2020-04-19,26,836
"Havering","E09000016",2020-04-19,15,626
"Hillingdon","E09000017",2020-04-19,24,695
"Hounslow","E09000018",2020-04-19,23,627
"Islington","E09000019",2020-04-19,1,398
"Kensington and Chelsea","E09000020",2020-04-19,1,430
"Kingston upon Thames","E09000021",2020-04-19,10,444
"Lambeth","E09000022",2020-04-19,11,1073
"Lewisham","E09000023",2020-04-19,11,885
"Merton","E09000024",2020-04-19,13,631
"Newham","E09000025",2020-04-19,8,915
"Redbridge","E09000026",2020-04-19,8,670
"Richmond upon Thames","E09000027",2020-04-19,11,363
"Southwark","E09000028",2020-04-19,5,1153
"Sutton","E09000029",2020-04-19,13,665
"Tower Hamlets","E09000030",2020-04-19,6,594
"Waltham Forest","E09000031",2020-04-19,19,716
"Wandsworth","E09000032",2020-04-19,4,895
"Westminster","E09000033",2020-04-19,4,584
"Barking and Dagenham","E09000002",2020-04-20,7,468
"Barnet","E09000003",2020-04-20,14,1155
"Bexley","E09000004",2020-04-20,14,636
"Brent","E09000005",2020-04-20,16,1293
"Bromley","E09000006",2020-04-20,19,1003
"Camden","E09000007",2020-04-20,8,544
"Croydon","E09000008",2020-04-20,26,1318
"Ealing","E09000009",2020-04-20,24,1014
"Enfield","E09000010",2020-04-20,31,785
"Greenwich","E09000011",2020-04-20,10,639
"Hackney and City of London","E09000012",2020-04-20,14,617
"Hammersmith and Fulham","E09000013",2020-04-20,10,511
"Haringey","E09000014",2020-04-20,5,535
"Harrow","E09000015",2020-04-20,17,853
"Havering","E09000016",2020-04-20,14,640
"Hillingdon","E09000017",2020-04-20,25,720
"Hounslow","E09000018",2020-04-20,14,641
"Islington","E09000019",2020-04-20,12,410
"Kensington and Chelsea","E09000020",2020-04-20,7,437
"Kingston upon Thames","E09000021",2020-04-20,10,454
"Lambeth","E09000022",2020-04-20,15,1088
"Lewisham","E09000023",2020-04-20,14,899
"Merton","E09000024",2020-04-20,14,645
"Newham","E09000025",2020-04-20,9,924
"Redbridge","E09000026",2020-04-20,17,687
"Richmond upon Thames","E09000027",2020-04-20,6,369
"Southwark","E09000028",2020-04-20,11,1164
"Sutton","E09000029",2020-04-20,11,676
"Tower Hamlets","E09000030",2020-04-20,11,605
"Waltham Forest","E09000031",2020-04-20,15,731
"Wandsworth","E09000032",2020-04-20,10,905
"Westminster","E09000033",2020-04-20,4,588
"Barking and Dagenham","E09000002",2020-04-21,14,482
"Barnet","E09000003",2020-04-21,27,1182
"Bexley","E09000004",2020-04-21,15,651
"Brent","E09000005",2020-04-21,20,1313
"Bromley","E09000006",2020-04-21,11,1014
"Camden","E09000007",2020-04-21,6,550
"Croydon","E09000008",2020-04-21,24,1342
"Ealing","E09000009",2020-04-21,21,1035
"Enfield","E09000010",2020-04-21,24,809
"Greenwich","E09000011",2020-04-21,10,649
"Hackney and City of London","E09000012",2020-04-21,5,622
"Hammersmith and Fulham","E09000013",2020-04-21,19,530
"Haringey","E09000014",2020-04-21,11,546
"Harrow","E09000015",2020-04-21,28,881
"Havering","E09000016",2020-04-21,10,650
"Hillingdon","E09000017",2020-04-21,14,734
"Hounslow","E09000018",2020-04-21,22,663
"Islington","E09000019",2020-04-21,4,414
"Kensington and Chelsea","E09000020",2020-04-21,6,443
"Kingston upon Thames","E09000021",2020-04-21,16,470
"Lambeth","E09000022",2020-04-21,12,1100
"Lewisham","E09000023",2020-04-21,31,930
"Merton","E09000024",2020-04-21,13,658
"Newham","E09000025",2020-04-21,12,936
"Redbridge","E09000026",2020-04-21,15,702
"Richmond upon Thames","E09000027",2020-04-21,10,379
"Southwark","E09000028",2020-04-21,17,1181
"Sutton","E09000029",2020-04-21,17,693
"Tower Hamlets","E09000030",2020-04-21,10,615
"Waltham Forest","E09000031",2020-04-21,8,739
"Wandsworth","E09000032",2020-04-21,9,914
"Westminster","E09000033",2020-04-21,3,591
"Barking and Dagenham","E09000002",2020-04-22,9,491
"Barnet","E09000003",2020-04-22,11,1193
"Bexley","E09000004",2020-04-22,18,669
"Brent","E09000005",2020-04-22,17,1330
"Bromley","E09000006",2020-04-22,14,1028
"Camden","E09000007",2020-04-22,8,558
"Croydon","E09000008",2020-04-22,28,1370
"Ealing","E09000009",2020-04-22,15,1050
"Enfield","E09000010",2020-04-22,26,835
"Greenwich","E09000011",2020-04-22,14,663
"Hackney and City of London","E09000012",2020-04-22,8,630
"Hammersmith and Fulham","E09000013",2020-04-22,23,553
"Haringey","E09000014",2020-04-22,7,553
"Harrow","E09000015",2020-04-22,19,900
"Havering","E09000016",2020-04-22,12,662
"Hillingdon","E09000017",2020-04-22,16,750
"Hounslow","E09000018",2020-04-22,9,672
"Islington","E09000019",2020-04-22,3,417
"Kensington and Chelsea","E09000020",2020-04-22,17,460
"Kingston upon Thames","E09000021",2020-04-22,10,480
"Lambeth","E09000022",2020-04-22,16,1116
"Lewisham","E09000023",2020-04-22,7,937
"Merton","E09000024",2020-04-22,8,666
"Newham","E09000025",2020-04-22,16,952
"Redbridge","E09000026",2020-04-22,17,719
"Richmond upon Thames","E09000027",2020-04-22,3,382
"Southwark","E09000028",2020-04-22,5,1186
"Sutton","E09000029",2020-04-22,19,712
"Tower Hamlets","E09000030",2020-04-22,7,622
"Waltham Forest","E09000031",2020-04-22,9,748
"Wandsworth","E09000032",2020-04-22,6,920
"Westminster","E09000033",2020-04-22,2,593
"Barking and Dagenham","E09000002",2020-04-23,11,502
"Barnet","E09000003",2020-04-23,19,1212
"Bexley","E09000004",2020-04-23,13,682
"Brent","E09000005",2020-04-23,16,1346
"Bromley","E09000006",2020-04-23,38,1066
"Camden","E09000007",2020-04-23,11,569
"Croydon","E09000008",2020-04-23,33,1403
"Ealing","E09000009",2020-04-23,17,1067
"Enfield","E09000010",2020-04-23,26,861
"Greenwich","E09000011",2020-04-23,12,675
"Hackney and City of London","E09000012",2020-04-23,8,638
"Hammersmith and Fulham","E09000013",2020-04-23,50,603
"Haringey","E09000014",2020-04-23,13,566
"Harrow","E09000015",2020-04-23,18,918
"Havering","E09000016",2020-04-23,14,676
"Hillingdon","E09000017",2020-04-23,21,771
"Hounslow","E09000018",2020-04-23,15,687
"Islington","E09000019",2020-04-23,8,425
"Kensington and Chelsea","E09000020",2020-04-23,6,466
"Kingston upon Thames","E09000021",2020-04-23,18,498
"Lambeth","E09000022",2020-04-23,23,1139
"Lewisham","E09000023",2020-04-23,15,952
"Merton","E09000024",2020-04-23,10,676
"Newham","E09000025",2020-04-23,17,969
"Redbridge","E09000026",2020-04-23,14,733
"Richmond upon Thames","E09000027",2020-04-23,4,386
"Southwark","E09000028",2020-04-23,13,1199
"Sutton","E09000029",2020-04-23,15,727
"Tower Hamlets","E09000030",2020-04-23,11,633
"Waltham Forest","E09000031",2020-04-23,14,762
"Wandsworth","E09000032",2020-04-23,11,931
"Westminster","E09000033",2020-04-23,7,600
"Barking and Dagenham","E09000002",2020-04-24,3,505
"Barnet","E09000003",2020-04-24,17,1229
"Bexley","E09000004",2020-04-24,19,701
"Brent","E09000005",2020-04-24,16,1362
"Bromley","E09000006",2020-04-24,23,1089
"Camden","E09000007",2020-04-24,4,573
"Croydon","E09000008",2020-04-24,24,1427
"Ealing","E09000009",2020-04-24,22,1089
"Enfield","E09000010",2020-04-24,26,887
"Greenwich","E09000011",2020-04-24,14,689
"Hackney and City of London","E09000012",2020-04-24,5,643
"Hammersmith and Fulham","E09000013",2020-04-24,10,613
"Haringey","E09000014",2020-04-24,9,575
"Harrow","E09000015",2020-04-24,15,933
"Havering","E09000016",2020-04-24,11,687
"Hillingdon","E09000017",2020-04-24,13,784
"Hounslow","E09000018",2020-04-24,18,705
"Islington","E09000019",2020-04-24,4,429
"Kensington and Chelsea","E09000020",2020-04-24,0,466
"Kingston upon Thames","E09000021",2020-04-24,7,505
"Lambeth","E09000022",2020-04-24,12,1151
"Lewisham","E09000023",2020-04-24,11,963
"Merton","E09000024",2020-04-24,14,690
"Newham","E09000025",2020-04-24,11,980
"Redbridge","E09000026",2020-04-24,5,738
"Richmond upon Thames","E09000027",2020-04-24,5,391
"Southwark","E09000028",2020-04-24,12,1211
"Sutton","E09000029",2020-04-24,11,738
"Tower Hamlets","E09000030",2020-04-24,3,636
"Waltham Forest","E09000031",2020-04-24,15,777
"Wandsworth","E09000032",2020-04-24,12,943
"Westminster","E09000033",2020-04-24,7,607
"Barking and Dagenham","E09000002",2020-04-25,7,512
"Barnet","E09000003",2020-04-25,11,1240
"Bexley","E09000004",2020-04-25,15,716
"Brent","E09000005",2020-04-25,14,1376
"Bromley","E09000006",2020-04-25,21,1110
"Camden","E09000007",2020-04-25,7,580
"Croydon","E09000008",2020-04-25,15,1442
"Ealing","E09000009",2020-04-25,16,1105
"Enfield","E09000010",2020-04-25,27,914
"Greenwich","E09000011",2020-04-25,10,699
"Hackney and City of London","E09000012",2020-04-25,1,644
"Hammersmith and Fulham","E09000013",2020-04-25,3,616
"Haringey","E09000014",2020-04-25,9,584
"Harrow","E09000015",2020-04-25,19,952
"Havering","E09000016",2020-04-25,11,698
"Hillingdon","E09000017",2020-04-25,11,795
"Hounslow","E09000018",2020-04-25,21,726
"Islington","E09000019",2020-04-25,1,430
"Kensington and Chelsea","E09000020",2020-04-25,5,471
"Kingston upon Thames","E09000021",2020-04-25,5,510
"Lambeth","E09000022",2020-04-25,8,1159
"Lewisham","E09000023",2020-04-25,13,976
"Merton","E09000024",2020-04-25,11,701
"Newham","E09000025",2020-04-25,14,994
"Redbridge","E09000026",2020-04-25,10,748
"Richmond upon Thames","E09000027",2020-04-25,4,395
"Southwark","E09000028",2020-04-25,3,1214
"Sutton","E09000029",2020-04-25,9,747
"Tower Hamlets","E09000030",2020-04-25,12,648
"Waltham Forest","E09000031",2020-04-25,9,786
"Wandsworth","E09000032",2020-04-25,7,950
"Westminster","E09000033",2020-04-25,4,611
"Barking and Dagenham","E09000002",2020-04-26,10,522
"Barnet","E09000003",2020-04-26,17,1257
"Bexley","E09000004",2020-04-26,5,721
"Brent","E09000005",2020-04-26,13,1389
"Bromley","E09000006",2020-04-26,13,1123
"Camden","E09000007",2020-04-26,2,582
"Croydon","E09000008",2020-04-26,22,1464
"Ealing","E09000009",2020-04-26,18,1123
"Enfield","E09000010",2020-04-26,17,931
"Greenwich","E09000011",2020-04-26,11,710
"Hackney and City of London","E09000012",2020-04-26,7,651
"Hammersmith and Fulham","E09000013",2020-04-26,5,621
"Haringey","E09000014",2020-04-26,7,591
"Harrow","E09000015",2020-04-26,14,966
"Havering","E09000016",2020-04-26,8,706
"Hillingdon","E09000017",2020-04-26,14,809
"Hounslow","E09000018",2020-04-26,15,741
"Islington","E09000019",2020-04-26,7,437
"Kensington and Chelsea","E09000020",2020-04-26,3,474
"Kingston upon Thames","E09000021",2020-04-26,5,515
"Lambeth","E09000022",2020-04-26,9,1168
"Lewisham","E09000023",2020-04-26,7,983
"Merton","E09000024",2020-04-26,5,706
"Newham","E09000025",2020-04-26,7,1001
"Redbridge","E09000026",2020-04-26,14,762
"Richmond upon Thames","E09000027",2020-04-26,1,396
"Southwark","E09000028",2020-04-26,10,1224
"Sutton","E09000029",2020-04-26,13,760
"Tower Hamlets","E09000030",2020-04-26,7,655
"Waltham Forest","E09000031",2020-04-26,12,798
"Wandsworth","E09000032",2020-04-26,7,957
"Westminster","E09000033",2020-04-26,5,616
"Barking and Dagenham","E09000002",2020-04-27,8,530
"Barnet","E09000003",2020-04-27,20,1277
"Bexley","E09000004",2020-04-27,14,735
"Brent","E09000005",2020-04-27,20,1409
"Bromley","E09000006",2020-04-27,24,1147
"Camden","E09000007",2020-04-27,2,584
"Croydon","E09000008",2020-04-27,35,1499
"Ealing","E09000009",2020-04-27,19,1142
"Enfield","E09000010",2020-04-27,13,944
"Greenwich","E09000011",2020-04-27,10,720
"Hackney and City of London","E09000012",2020-04-27,4,655
"Hammersmith and Fulham","E09000013",2020-04-27,5,626
"Haringey","E09000014",2020-04-27,9,600
"Harrow","E09000015",2020-04-27,23,989
"Havering","E09000016",2020-04-27,13,719
"Hillingdon","E09000017",2020-04-27,18,827
"Hounslow","E09000018",2020-04-27,8,749
"Islington","E09000019",2020-04-27,7,444
"Kensington and Chelsea","E09000020",2020-04-27,5,479
"Kingston upon Thames","E09000021",2020-04-27,10,525
"Lambeth","E09000022",2020-04-27,11,1179
"Lewisham","E09000023",2020-04-27,16,999
"Merton","E09000024",2020-04-27,8,714
"Newham","E09000025",2020-04-27,16,1017
"Redbridge","E09000026",2020-04-27,26,788
"Richmond upon Thames","E09000027",2020-04-27,9,405
"Southwark","E09000028",2020-04-27,17,1241
"Sutton","E09000029",2020-04-27,13,773
"Tower Hamlets","E09000030",2020-04-27,5,660
"Waltham Forest","E09000031",2020-04-27,13,811
"Wandsworth","E09000032",2020-04-27,7,964
"Westminster","E09000033",2020-04-27,10,626
"Barking and Dagenham","E09000002",2020-04-28,6,536
"Barnet","E09000003",2020-04-28,25,1302
"Bexley","E09000004",2020-04-28,15,750
"Brent","E09000005",2020-04-28,19,1428
"Bromley","E09000006",2020-04-28,11,1158
"Camden","E09000007",2020-04-28,5,589
"Croydon","E09000008",2020-04-28,32,1531
"Ealing","E09000009",2020-04-28,16,1158
"Enfield","E09000010",2020-04-28,13,957
"Greenwich","E09000011",2020-04-28,11,731
"Hackney and City of London","E09000012",2020-04-28,3,658
"Hammersmith and Fulham","E09000013",2020-04-28,4,630
"Haringey","E09000014",2020-04-28,4,604
"Harrow","E09000015",2020-04-28,14,1003
"Havering","E09000016",2020-04-28,7,726
"Hillingdon","E09000017",2020-04-28,13,840
"Hounslow","E09000018",2020-04-28,12,761
"Islington","E09000019",2020-04-28,4,448
"Kensington and Chelsea","E09000020",2020-04-28,3,482
"Kingston upon Thames","E09000021",2020-04-28,3,528
"Lambeth","E09000022",2020-04-28,9,1188
"Lewisham","E09000023",2020-04-28,14,1013
"Merton","E09000024",2020-04-28,11,725
"Newham","E09000025",2020-04-28,7,1024
"Redbridge","E09000026",2020-04-28,11,799
"Richmond upon Thames","E09000027",2020-04-28,7,412
"Southwark","E09000028",2020-04-28,8,1249
"Sutton","E09000029",2020-04-28,5,778
"Tower Hamlets","E09000030",2020-04-28,2,662
"Waltham Forest","E09000031",2020-04-28,3,814
"Wandsworth","E09000032",2020-04-28,8,972
"Westminster","E09000033",2020-04-28,6,632
"Barking and Dagenham","E09000002",2020-04-29,7,543
"Barnet","E09000003",2020-04-29,17,1319
"Bexley","E09000004",2020-04-29,18,768
"Brent","E09000005",2020-04-29,18,1446
"Bromley","E09000006",2020-04-29,35,1193
"Camden","E09000007",2020-04-29,4,593
"Croydon","E09000008",2020-04-29,18,1549
"Ealing","E09000009",2020-04-29,23,1181
"Enfield","E09000010",2020-04-29,15,972
"Greenwich","E09000011",2020-04-29,22,753
"Hackney and City of London","E09000012",2020-04-29,10,668
"Hammersmith and Fulham","E09000013",2020-04-29,9,639
"Haringey","E09000014",2020-04-29,10,614
"Harrow","E09000015",2020-04-29,29,1032
"Havering","E09000016",2020-04-29,9,735
"Hillingdon","E09000017",2020-04-29,9,849
"Hounslow","E09000018",2020-04-29,19,780
"Islington","E09000019",2020-04-29,2,450
"Kensington and Chelsea","E09000020",2020-04-29,2,484
"Kingston upon Thames","E09000021",2020-04-29,19,547
"Lambeth","E09000022",2020-04-29,10,1198
"Lewisham","E09000023",2020-04-29,8,1021
"Merton","E09000024",2020-04-29,8,733
"Newham","E09000025",2020-04-29,12,1036
"Redbridge","E09000026",2020-04-29,12,811
"Richmond upon Thames","E09000027",2020-04-29,15,427
"Southwark","E09000028",2020-04-29,16,1265
"Sutton","E09000029",2020-04-29,14,792
"Tower Hamlets","E09000030",2020-04-29,11,673
"Waltham Forest","E09000031",2020-04-29,7,821
"Wandsworth","E09000032",2020-04-29,12,984
"Westminster","E09000033",2020-04-29,8,640
"Barking and Dagenham","E09000002",2020-04-30,5,548
"Barnet","E09000003",2020-04-30,19,1338
"Bexley","E09000004",2020-04-30,16,784
"Brent","E09000005",2020-04-30,18,1464
"Bromley","E09000006",2020-04-30,24,1217
"Camden","E09000007",2020-04-30,8,601
"Croydon","E09000008",2020-04-30,25,1574
"Ealing","E09000009",2020-04-30,20,1201
"Enfield","E09000010",2020-04-30,11,983
"Greenwich","E09000011",2020-04-30,10,763
"Hackney and City of London","E09000012",2020-04-30,6,674
"Hammersmith and Fulham","E09000013",2020-04-30,5,644
"Haringey","E09000014",2020-04-30,3,617
"Harrow","E09000015",2020-04-30,16,1048
"Havering","E09000016",2020-04-30,11,746
"Hillingdon","E09000017",2020-04-30,13,862
"Hounslow","E09000018",2020-04-30,30,810
